2014-03-25,24940.0
2014-03-26,25700.0
2014-03-27,26660.0
2014-03-28,26700.0
2014-03-31,26860.0
2014-04-01,26780.0
2014-04-02,27140.0
2014-04-03,27800.0
2014-04-04,27600.0
2014-04-07,27940.0
2014-04-08,27880.0
2014-04-09,27420.0
2014-04-10,27600.0
2014-04-11,27300.0
2014-04-14,27400.0
2014-04-15,27400.0
2014-04-16,27600.0
2014-04-17,27400.0
2014-04-18,27560.0
2014-04-21,27600.0
2014-04-22,27500.0
2014-04-23,27780.0
2014-04-24,28140.0
2014-04-25,27980.0
2014-04-28,27760.0
2014-04-29,27200.0
2014-04-30,26860.0
2014-05-01,26860.0
2014-05-02,26920.0
2014-05-05,26920.0
2014-05-06,26920.0
2014-05-07,26880.0
2014-05-08,27000.0
2014-05-09,26700.0
2014-05-12,27760.0
2014-05-13,28000.0
2014-05-14,28300.0
2014-05-15,28200.0
2014-05-16,28560.0
2014-05-19,28960.0
2014-05-20,29020.0
2014-05-21,28820.0
2014-05-22,28520.0
2014-05-23,28560.0
2014-05-26,28440.0
2014-05-27,28140.0
2014-05-28,28660.0
2014-05-29,29200.0
2014-05-30,28860.0
2014-06-02,29100.0
2014-06-03,29400.0
2014-06-04,29400.0
2014-06-05,29140.0
2014-06-06,29140.0
2014-06-09,28180.0
2014-06-10,28720.0
2014-06-11,28440.0
2014-06-12,28260.0
2014-06-13,27340.0
2014-06-16,27480.0
2014-06-17,27480.0
2014-06-18,27160.0
2014-06-19,26460.0
2014-06-20,26020.0
2014-06-23,26440.0
2014-06-24,26900.0
2014-06-25,26400.0
2014-06-26,26500.0
2014-06-27,26220.0
2014-06-30,26440.0
2014-07-01,26200.0
2014-07-02,26600.0
2014-07-03,26360.0
2014-07-04,26120.0
2014-07-07,25840.0
2014-07-08,25900.0
2014-07-09,26160.0
2014-07-10,26120.0
2014-07-11,25680.0
2014-07-14,25720.0
2014-07-15,26400.0
2014-07-16,26420.0
2014-07-17,26600.0
2014-07-18,26860.0
2014-07-21,27060.0
2014-07-22,26960.0
2014-07-23,26760.0
2014-07-24,27100.0
2014-07-25,27100.0
2014-07-28,27160.0
2014-07-29,27720.0
2014-07-30,27900.0
2014-07-31,26860.0
2014-08-01,25840.0
2014-08-04,26340.0
2014-08-05,26320.0
2014-08-06,26000.0
2014-08-07,25800.0
2014-08-08,25000.0
2014-08-11,25400.0
2014-08-12,25320.0
2014-08-13,25280.0
2014-08-14,25220.0
2014-08-15,25220.0
2014-08-18,25000.0
2014-08-19,25080.0
2014-08-20,25220.0
2014-08-21,24700.0
2014-08-22,24940.0
2014-08-25,24560.0
2014-08-26,24440.0
2014-08-27,24600.0
2014-08-28,24840.0
2014-08-29,24680.0
2014-09-01,24520.0
2014-09-02,23880.0
2014-09-03,23780.0
2014-09-04,24200.0
2014-09-05,24020.0
2014-09-08,24020.0
2014-09-09,24020.0
2014-09-10,24020.0
2014-09-11,23840.0
2014-09-12,24020.0
2014-09-15,24000.0
2014-09-16,24120.0
2014-09-17,24520.0
2014-09-18,24200.0
2014-09-19,24200.0
2014-09-22,23760.0
2014-09-23,23220.0
2014-09-24,23000.0
2014-09-25,23120.0
2014-09-26,23700.0
2014-09-29,23900.0
2014-09-30,23680.0
2014-10-01,23120.0
2014-10-02,22820.0
2014-10-03,22820.0
2014-10-06,23020.0
2014-10-07,23240.0
2014-10-08,22600.0
2014-10-09,22600.0
2014-10-10,22100.0
2014-10-13,22160.0
2014-10-14,22540.0
2014-10-15,22500.0
2014-10-16,22300.0
2014-10-17,21780.0
2014-10-20,22120.0
2014-10-21,21660.0
2014-10-22,22080.0
2014-10-23,21880.0
2014-10-24,22240.0
2014-10-27,21900.0
2014-10-28,21820.0
2014-10-29,22600.0
2014-10-30,23620.0
2014-10-31,24880.0
2014-11-03,24700.0
2014-11-04,24340.0
2014-11-05,24040.0
2014-11-06,24080.0
2014-11-07,24120.0
2014-11-10,25360.0
2014-11-11,24620.0
2014-11-12,24600.0
2014-11-13,24000.0
2014-11-14,23880.0
2014-11-17,24100.0
2014-11-18,24400.0
2014-11-19,24360.0
2014-11-20,24200.0
2014-11-21,24460.0
2014-11-24,24400.0
2014-11-25,23800.0
2014-11-26,24020.0
2014-11-27,25280.0
2014-11-28,25740.0
2014-12-01,25900.0
2014-12-02,25900.0
2014-12-03,25960.0
2014-12-04,26000.0
2014-12-05,26040.0
2014-12-08,26380.0
2014-12-09,26980.0
2014-12-10,26340.0
2014-12-11,26100.0
2014-12-12,25720.0
2014-12-15,25460.0
2014-12-16,25580.0
2014-12-17,25320.0
2014-12-18,25320.0
2014-12-19,26560.0
2014-12-22,26900.0
2014-12-23,26780.0
2014-12-24,26860.0
2014-12-26,27040.0
2014-12-29,26580.0
2014-12-30,26540.0
2014-12-31,26540.0
2015-01-02,26600.0
2015-01-05,26660.0
2015-01-06,25900.0
2015-01-07,26140.0
2015-01-08,26280.0
2015-01-09,26280.0
2015-01-12,26320.0
2015-01-13,26780.0
2015-01-14,26900.0
2015-01-15,26680.0
2015-01-16,26320.0
2015-01-19,26860.0
2015-01-20,27440.0
2015-01-21,27900.0
2015-01-22,27560.0
2015-01-23,27720.0
2015-01-26,27780.0
2015-01-27,28000.0
2015-01-28,27560.0
2015-01-29,27200.0
2015-01-30,27300.0
2015-02-02,27360.0
2015-02-03,27320.0
2015-02-04,27180.0
2015-02-05,27160.0
2015-02-06,27440.0
2015-02-09,27900.0
2015-02-10,27560.0
2015-02-11,27100.0
2015-02-12,26880.0
2015-02-13,27220.0
2015-02-16,27480.0
2015-02-17,27540.0
2015-02-18,27540.0
2015-02-19,27540.0
2015-02-20,27540.0
2015-02-23,27340.0
2015-02-24,27340.0
2015-02-25,27580.0
2015-02-26,27500.0
2015-02-27,27140.0
2015-03-02,28460.0
2015-03-03,28360.0
2015-03-04,28740.0
2015-03-05,28440.0
2015-03-06,28840.0
2015-03-09,28400.0
2015-03-10,28420.0
2015-03-11,29480.0
2015-03-12,28940.0
2015-03-13,29140.0
2015-03-16,29400.0
2015-03-17,29940.0
2015-03-18,30060.0
2015-03-19,29400.0
2015-03-20,29280.0
2015-03-23,29340.0
2015-03-24,29520.0
2015-03-25,29700.0
2015-03-26,28420.0
2015-03-27,28420.0
2015-03-30,28560.0
2015-03-31,28820.0
2015-04-01,28460.0
2015-04-02,28680.0
2015-04-03,28680.0
2015-04-06,29400.0
2015-04-07,29240.0
2015-04-08,29580.0
2015-04-09,29660.0
2015-04-10,29800.0
2015-04-13,29580.0
2015-04-14,29480.0
2015-04-15,28920.0
2015-04-16,29540.0
2015-04-17,29000.0
2015-04-20,28600.0
2015-04-21,28880.0
2015-04-22,29220.0
2015-04-23,29020.0
2015-04-24,28200.0
2015-04-27,27900.0
2015-04-28,27320.0
2015-04-29,27700.0
2015-04-30,28200.0
2015-05-01,28200.0
2015-05-04,28000.0
2015-05-05,28000.0
2015-05-06,27240.0
2015-05-07,27400.0
2015-05-08,26760.0
2015-05-11,26720.0
2015-05-12,26620.0
2015-05-13,26660.0
2015-05-14,26800.0
2015-05-15,26520.0
2015-05-18,26400.0
2015-05-19,26760.0
2015-05-20,27320.0
2015-05-21,27040.0
2015-05-22,27000.0
2015-05-26,27240.0
2015-05-27,26280.0
2015-05-28,26180.0
2015-05-29,26140.0
2015-06-01,25820.0
2015-06-02,26060.0
2015-06-03,25460.0
2015-06-04,26740.0
2015-06-05,26820.0
2015-06-08,26280.0
2015-06-09,25640.0
2015-06-10,25240.0
2015-06-11,25140.0
2015-06-12,25540.0
2015-06-15,25400.0
2015-06-16,25100.0
2015-06-17,25080.0
2015-06-18,25300.0
2015-06-19,25320.0
2015-06-22,25620.0
2015-06-23,26420.0
2015-06-24,26040.0
2015-06-25,25380.0
2015-06-26,25560.0
2015-06-29,25620.0
2015-06-30,25360.0
2015-07-01,25900.0
2015-07-02,25980.0
2015-07-03,25360.0
2015-07-06,24600.0
2015-07-07,24800.0
2015-07-08,24780.0
2015-07-09,25300.0
2015-07-10,25180.0
2015-07-13,25320.0
2015-07-14,24500.0
2015-07-15,24700.0
2015-07-16,25640.0
2015-07-17,26100.0
2015-07-20,25500.0
2015-07-21,25260.0
2015-07-22,25060.0
2015-07-23,24680.0
2015-07-24,24580.0
2015-07-27,24600.0
2015-07-28,24600.0
2015-07-29,25260.0
2015-07-30,24300.0
2015-07-31,23700.0
2015-08-03,23500.0
2015-08-04,23640.0
2015-08-05,23180.0
2015-08-06,22300.0
2015-08-07,22720.0
2015-08-10,22820.0
2015-08-11,23140.0
2015-08-12,23080.0
2015-08-13,22800.0
2015-08-14,22800.0
2015-08-17,22080.0
2015-08-18,22620.0
2015-08-19,23080.0
2015-08-20,22780.0
2015-08-21,22020.0
2015-08-24,21580.0
2015-08-25,21580.0
2015-08-26,21340.0
2015-08-27,21340.0
2015-08-28,21620.0
2015-08-31,21780.0
2015-09-01,21700.0
2015-09-02,21800.0
2015-09-03,22440.0
2015-09-04,22580.0
2015-09-07,22240.0
2015-09-08,22620.0
2015-09-09,22940.0
2015-09-10,22680.0
2015-09-11,22300.0
2015-09-14,22480.0
2015-09-15,22460.0
2015-09-16,23040.0
2015-09-17,23140.0
2015-09-18,23800.0
2015-09-21,23000.0
2015-09-22,22900.0
2015-09-23,22620.0
2015-09-24,22520.0
2015-09-25,22240.0
2015-09-28,22240.0
2015-09-29,22240.0
2015-09-30,22680.0
2015-10-01,22680.0
2015-10-02,22380.0
2015-10-05,22300.0
2015-10-06,23020.0
2015-10-07,25020.0
2015-10-08,25400.0
2015-10-09,25400.0
2015-10-12,25200.0
2015-10-13,25040.0
2015-10-14,25080.0
2015-10-15,25380.0
2015-10-16,25300.0
2015-10-19,25120.0
2015-10-20,25320.0
2015-10-21,25400.0
2015-10-22,25600.0
2015-10-23,25780.0
2015-10-26,25840.0
2015-10-27,25960.0
2015-10-28,26160.0
2015-10-29,26500.0
2015-10-30,27440.0
2015-11-02,27660.0
2015-11-03,27040.0
2015-11-04,26600.0
2015-11-05,26840.0
2015-11-06,26760.0
2015-11-09,26880.0
2015-11-10,26420.0
2015-11-11,26660.0
2015-11-12,26340.0
2015-11-13,26000.0
2015-11-16,25260.0
2015-11-17,25400.0
2015-11-18,25620.0
2015-11-19,25780.0
2015-11-20,25700.0
2015-11-23,25640.0
2015-11-24,25980.0
2015-11-25,25980.0
2015-11-26,26700.0
2015-11-27,26540.0
2015-11-30,25680.0
2015-12-01,26420.0
2015-12-02,26000.0
2015-12-03,25800.0
2015-12-04,25380.0
2015-12-07,25240.0
2015-12-08,25240.0
2015-12-09,25260.0
2015-12-10,25660.0
2015-12-11,25680.0
2015-12-14,25220.0
2015-12-15,25540.0
2015-12-16,25980.0
2015-12-17,25800.0
2015-12-18,25560.0
2015-12-21,25600.0
2015-12-22,25840.0
2015-12-23,25900.0
2015-12-24,25700.0
2015-12-28,25320.0
2015-12-29,25080.0
2015-12-30,25200.0
2015-12-31,25200.0
2016-01-04,24100.0
2016-01-05,24160.0
2016-01-06,23500.0
2016-01-07,23260.0
2016-01-08,23420.0
2016-01-11,23040.0
2016-01-12,22920.0
2016-01-13,22960.0
2016-01-14,22760.0
2016-01-15,22640.0
2016-01-18,22520.0
2016-01-19,23420.0
2016-01-20,22760.0
2016-01-21,22620.0
2016-01-22,23360.0
2016-01-25,23240.0
2016-01-26,22740.0
2016-01-27,23500.0
2016-01-28,22900.0
2016-01-29,23000.0
2016-02-01,23260.0
2016-02-02,23120.0
2016-02-03,22920.0
2016-02-04,23120.0
2016-02-05,23280.0
2016-02-08,23280.0
2016-02-09,23280.0
2016-02-10,23280.0
2016-02-11,22600.0
2016-02-12,22600.0
2016-02-15,23080.0
2016-02-16,23360.0
2016-02-17,23700.0
2016-02-18,23740.0
2016-02-19,23800.0
2016-02-22,23500.0
2016-02-23,23620.0
2016-02-24,23440.0
2016-02-25,23580.0
2016-02-26,23440.0
2016-02-29,23560.0
2016-03-01,23560.0
2016-03-02,23940.0
2016-03-03,24400.0
2016-03-04,24300.0
2016-03-07,24460.0
2016-03-08,23840.0
2016-03-09,23880.0
2016-03-10,24500.0
2016-03-11,24980.0
2016-03-14,25100.0
2016-03-15,25060.0
2016-03-16,25120.0
2016-03-17,25260.0
2016-03-18,25460.0
2016-03-21,25340.0
2016-03-22,25380.0
2016-03-23,25580.0
2016-03-24,25640.0
2016-03-25,25760.0
2016-03-28,25880.0
2016-03-29,25800.0
2016-03-30,26160.0
2016-03-31,26240.0
2016-04-01,25580.0
2016-04-04,26100.0
2016-04-05,25200.0
2016-04-06,25700.0
2016-04-07,25380.0
2016-04-08,24920.0
2016-04-11,25320.0
2016-04-12,25500.0
2016-04-13,25500.0
2016-04-14,26000.0
2016-04-15,26000.0
2016-04-18,25980.0
2016-04-19,25760.0
2016-04-20,25980.0
2016-04-21,25880.0
2016-04-22,25600.0
2016-04-25,25620.0
2016-04-26,25920.0
2016-04-27,26000.0
2016-04-28,25300.0
2016-04-29,24900.0
2016-05-02,25000.0
2016-05-03,25220.0
2016-05-04,25800.0
2016-05-05,25800.0
2016-05-06,25800.0
2016-05-09,25980.0
2016-05-10,25920.0
2016-05-11,25840.0
2016-05-12,25620.0
2016-05-13,25060.0
2016-05-16,24960.0
2016-05-17,25280.0
2016-05-18,25360.0
2016-05-19,25400.0
2016-05-20,25380.0
2016-05-23,25720.0
2016-05-24,25420.0
2016-05-25,25900.0
2016-05-26,25920.0
2016-05-27,25640.0
2016-05-30,25600.0
2016-05-31,25840.0
2016-06-01,26660.0
2016-06-02,27300.0
2016-06-03,27540.0
2016-06-06,27540.0
2016-06-07,27960.0
2016-06-08,28120.0
2016-06-09,28600.0
2016-06-10,28120.0
2016-06-13,27420.0
2016-06-14,27600.0
2016-06-15,28260.0
2016-06-16,28180.0
2016-06-17,28520.0
2016-06-20,28620.0
2016-06-21,28960.0
2016-06-22,28900.0
2016-06-23,28600.0
2016-06-24,28000.0
2016-06-27,27960.0
2016-06-28,27980.0
2016-06-29,27920.0
2016-06-30,28500.0
2016-07-01,29320.0
2016-07-04,29320.0
2016-07-05,29380.0
2016-07-06,28420.0
2016-07-07,29000.0
2016-07-08,29200.0
2016-07-11,29780.0
2016-07-12,29280.0
2016-07-13,29620.0
2016-07-14,30000.0
2016-07-15,30360.0
2016-07-18,30660.0
2016-07-19,30660.0
2016-07-20,30800.0
2016-07-21,30860.0
2016-07-22,30320.0
2016-07-25,30040.0
2016-07-26,30600.0
2016-07-27,30540.0
2016-07-28,30140.0
2016-07-29,30780.0
2016-08-01,31360.0
2016-08-02,30960.0
2016-08-03,30340.0
2016-08-04,30340.0
2016-08-05,31220.0
2016-08-08,31380.0
2016-08-09,31340.0
2016-08-10,30820.0
2016-08-11,31180.0
2016-08-12,30900.0
2016-08-15,30900.0
2016-08-16,31360.0
2016-08-17,31320.0
2016-08-18,32800.0
2016-08-19,33500.0
2016-08-22,33300.0
2016-08-23,33740.0
2016-08-24,33060.0
2016-08-25,32780.0
2016-08-26,32240.0
2016-08-29,32800.0
2016-08-30,32900.0
2016-08-31,32400.0
2016-09-01,31740.0
2016-09-02,31940.0
2016-09-05,32120.0
2016-09-06,32860.0
2016-09-07,32420.0
2016-09-08,32780.0
2016-09-09,31500.0
2016-09-12,29300.0
2016-09-13,30540.0
2016-09-14,30540.0
2016-09-15,30540.0
2016-09-16,30540.0
2016-09-19,31160.0
2016-09-20,31700.0
2016-09-21,31840.0
2016-09-22,32360.0
2016-09-23,31420.0
2016-09-26,31360.0
2016-09-27,31380.0
2016-09-28,31340.0
2016-09-29,32000.0
2016-09-30,31960.0
2016-10-03,31960.0
2016-10-04,32280.0
2016-10-05,32380.0
2016-10-06,33820.0
2016-10-07,34120.0
2016-10-10,33600.0
2016-10-11,30900.0
2016-10-12,30700.0
2016-10-13,31140.0
2016-10-14,31540.0
2016-10-17,31800.0
2016-10-18,31780.0
2016-10-19,32500.0
2016-10-20,32400.0
2016-10-21,31780.0
2016-10-24,32160.0
2016-10-25,31940.0
2016-10-26,31340.0
2016-10-27,31460.0
2016-10-28,32280.0
2016-10-31,32780.0
2016-11-01,33040.0
2016-11-02,32860.0
2016-11-03,32320.0
2016-11-04,32540.0
2016-11-07,32800.0
2016-11-08,32880.0
2016-11-09,31920.0
2016-11-10,32980.0
2016-11-11,31960.0
2016-11-14,31060.0
2016-11-15,30780.0
2016-11-16,31160.0
2016-11-17,31360.0
2016-11-18,31720.0
2016-11-21,31860.0
2016-11-22,32800.0
2016-11-23,32980.0
2016-11-24,33000.0
2016-11-25,33000.0
2016-11-28,33540.0
2016-11-29,33540.0
2016-11-30,34920.0
2016-12-01,34980.0
2016-12-02,34540.0
2016-12-05,34360.0
2016-12-06,34960.0
2016-12-07,35440.0
2016-12-08,35800.0
2016-12-09,35600.0
2016-12-12,35040.0
2016-12-13,35320.0
2016-12-14,35540.0
2016-12-15,35180.0
2016-12-16,35860.0
2016-12-19,35900.0
2016-12-20,36240.0
2016-12-21,36100.0
2016-12-22,36180.0
2016-12-23,35640.0
2016-12-26,35960.0
2016-12-27,35980.0
2016-12-28,35760.0
2016-12-29,36040.0
2016-12-30,36040.0
2017-01-02,36100.0
2017-01-03,36480.0
2017-01-04,36160.0
2017-01-05,35560.0
2017-01-06,36200.0
2017-01-09,37220.0
2017-01-10,37240.0
2017-01-11,38280.0
2017-01-12,38800.0
2017-01-13,37460.0
2017-01-16,36660.0
2017-01-17,36960.0
2017-01-18,36940.0
2017-01-19,37480.0
2017-01-20,37200.0
2017-01-23,38060.0
2017-01-24,38160.0
2017-01-25,39400.0
2017-01-26,39900.0
2017-01-27,39900.0
2017-01-30,39900.0
2017-01-31,39460.0
2017-02-01,39120.0
2017-02-02,39360.0
2017-02-03,39460.0
2017-02-06,39560.0
2017-02-07,38820.0
2017-02-08,38400.0
2017-02-09,38400.0
2017-02-10,38360.0
2017-02-13,37960.0
2017-02-14,37580.0
2017-02-15,37720.0
2017-02-16,38020.0
2017-02-17,37860.0
2017-02-20,38660.0
2017-02-21,38940.0
2017-02-22,39300.0
2017-02-23,39180.0
2017-02-24,38220.0
2017-02-27,38060.0
2017-02-28,38440.0
2017-03-01,38440.0
2017-03-02,39720.0
2017-03-03,39620.0
2017-03-06,40080.0
2017-03-07,40200.0
2017-03-08,40200.0
2017-03-09,40200.0
2017-03-10,40180.0
2017-03-13,40600.0
2017-03-14,41360.0
2017-03-15,41400.0
2017-03-16,41840.0
2017-03-17,42400.0
2017-03-20,41900.0
2017-03-21,42560.0
2017-03-22,42460.0
2017-03-23,41800.0
2017-03-24,41500.0
2017-03-27,41200.0
2017-03-28,41480.0
2017-03-29,41780.0
2017-03-30,41980.0
2017-03-31,41200.0
2017-04-03,41440.0
2017-04-04,42080.0
2017-04-05,42140.0
2017-04-06,41840.0
2017-04-07,41600.0
2017-04-10,41940.0
2017-04-11,41600.0
2017-04-12,41900.0
2017-04-13,42420.0
2017-04-14,42020.0
2017-04-17,41560.0
2017-04-18,41500.0
2017-04-19,40900.0
2017-04-20,40280.0
2017-04-21,40760.0
2017-04-24,41240.0
2017-04-25,42700.0
2017-04-26,42800.0
2017-04-27,43840.0
2017-04-28,44620.0
2017-05-01,44620.0
2017-05-02,44900.0
2017-05-03,44900.0
2017-05-04,45520.0
2017-05-05,45520.0
2017-05-08,47020.0
2017-05-09,47020.0
2017-05-10,45600.0
2017-05-11,45500.0
2017-05-12,45820.0
2017-05-15,46100.0
2017-05-16,46380.0
2017-05-17,46340.0
2017-05-18,45940.0
2017-05-19,44720.0
2017-05-22,45100.0
2017-05-23,44920.0
2017-05-24,44880.0
2017-05-25,45680.0
2017-05-26,46080.0
2017-05-29,45620.0
2017-05-30,44640.0
2017-05-31,44700.0
2017-06-01,44680.0
2017-06-02,45960.0
2017-06-05,45940.0
2017-06-06,45940.0
2017-06-07,45300.0
2017-06-08,45160.0
2017-06-09,46100.0
2017-06-12,45380.0
2017-06-13,45400.0
2017-06-14,45360.0
2017-06-15,45680.0
2017-06-16,45580.0
2017-06-19,46560.0
2017-06-20,48140.0
2017-06-21,47480.0
2017-06-22,47960.0
2017-06-23,47620.0
2017-06-26,48280.0
2017-06-27,48300.0
2017-06-28,47700.0
2017-06-29,47940.0
2017-06-30,47540.0
